Cust_ID,Gender,Device,First_timer,Channel ,Day,Min_spent,Clicks,Annual_inc,Country,Age,Purchased,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Q#10064E,female,Tablet,0,Referral,TUE,6,14,35000,India,18,0,0,0,0,0
M#19774G,female,PC,1,Social media ads,THU,3,16,35000,Japan,39,1,0,0,0,0
N#81341H,male,Other,1,Social media ads,SUN,12,27,35000,China,57,0,0,0,0,0
D#83298G,female,PC,0,Other,TUE,11,15,40000,Ireland,31,1,0,0,0,0
K#97011S,female,Other,1,Affiliate link,TUE,4,23,40000,China,66,0,0,0,0,0
L#38584A,female,Mobile,1,Google search,MON,8,15,25000,India,57,1,0,0,0,0
B#56527T,male,PC,1,Google search,MON,8,25,100000,China,32,0,0,0,0,0
G#33003T,female,PC,1,Referral,TUE,9,18,58000,Canada,61,0,0,0,0,0
I#45212D,male,PC,0,Affiliate link,TUE,4,15,25000,Japan,21,0,0,0,0,0
Y#69018P,female,Tablet,0,Affiliate link,SAT,11,13,10000,UK,30,1,0,0,0,0
C#67509H,male,PC,1,Referral,MON,9,18,25000,Japan,66,0,0,0,0,0
H#19558X,female,PC,1,Youtube channel,FRI,15,22,25000,Japan,16,0,0,0,0,0
V#56743W,female,Tablet,0,Website,FRI,6,24,10000,Russia,23,0,0,0,0,0
D#48374P,female,Mobile,0,Youtube channel,TUE,2,14,40000,Canada,67,0,0,0,0,0
I#71405G,male,PC,1,Referral,THU,11,22,100000,China,55,0,0,0,0,0
U#48928E,female,PC,0,Google search,FRI,6,24,25000,Japan,21,0,0,0,0,0
C#88003S,male,Mobile,0,Referral,MON,12,25,100000,USA,30,0,0,0,0,0
Q#94253G,female,Mobile,1,Google search,SUN,5,13,76000,Japan,29,0,0,0,0,0
F#88408X,female,Mobile,1,Affiliate link,SUN,11,27,58000,India,65,0,0,0,0,0
Q#19721H,male,PC,1,Affiliate link,WED,11,20,35000,Ireland,45,0,0,0,0,0
D#40616B,female,Mobile,0,Social media ads,MON,3,13,76000,China,66,0,0,0,0,0
P#72152O,male,Other,1,Email ,MON,13,22,76000,UK,29,0,0,0,0,0
N#53991F,male,Tablet,0,Other,SUN,6,25,25000,Ireland,48,1,0,0,0,0
D#93554E,male,PC,1,Youtube channel,SAT,12,26,10000,China,49,1,0,0,0,0
V#46946B,male,Mobile,1,Referral,THU,9,16,25000,Russia,36,0,0,0,0,0
A#62624D,male,Mobile,0,Affiliate link,SUN,9,27,100000,Malaysia,36,1,0,0,0,0
Q#61727W,female,Other,0,Google search,THU,12,19,76000,Russia,25,1,0,0,0,0
E#68303E,female,PC,0,Other,WED,7,17,100000,USA,23,1,0,0,0,0
K#72003S,female,PC,0,Social media ads,SUN,4,24,40000,India,35,1,0,0,0,0
F#17983F,female,Other,1,Google search,FRI,15,14,76000,UK,24,0,0,0,0,0
D#41517M,male,Mobile,0,Google search,WED,12,27,58000,USA,34,1,0,0,0,0
E#94131B,male,Mobile,1,Affiliate link,FRI,10,27,76000,USA,18,1,0,0,0,0
R#43914B,male,Tablet,1,Social media ads,MON,6,26,100000,Mexico,61,0,0,0,0,0
K#79003T,female,Mobile,1,Email ,FRI,2,15,25000,Canada,49,0,0,0,0,0
O#77619I,female,PC,0,Email ,SAT,5,24,40000,Russia,23,0,0,0,0,0
W#98011L,female,Other,0,Google search,MON,3,13,25000,Canada,59,0,0,0,0,0
C#14587L,male,PC,0,Other,SAT,15,14,100000,Ireland,64,1,0,0,0,0
E#55098M,female,Mobile,0,Referral,TUE,13,14,35000,Ireland,39,0,0,0,0,0
S#30275W,female,PC,1,Email ,TUE,11,15,58000,UK,16,0,0,0,0,0
K#52447P,female,Mobile,1,Youtube channel,MON,3,18,10000,Mexico,69,1,0,0,0,0
F#66756Q,female,PC,0,Website,THU,5,14,35000,Malaysia,52,1,0,0,0,0
Y#88987E,male,Tablet,0,Referral,THU,2,13,35000,UK,25,1,0,0,0,0
H#60240O,male,Other,0,Google search,SUN,7,21,10000,Japan,53,0,0,0,0,0
X#17432P,male,PC,0,Other,SUN,7,13,100000,Japan,67,0,0,0,0,0
D#59442O,female,Mobile,0,Social media ads,MON,12,22,10000,Ireland,49,1,0,0,0,0
P#12215J,male,Other,0,Website,THU,4,22,76000,India,60,1,0,0,0,0
C#68594T,male,PC,0,Referral,SUN,8,22,25000,USA,60,0,0,0,0,0
L#33115I,male,Tablet,1,Youtube channel,MON,4,22,100000,Japan,42,0,0,0,0,0
D#58010J,male,Tablet,0,Affiliate link,SAT,4,15,35000,Mexico,17,1,0,0,0,0
R#98912U,female,Mobile,0,Other,WED,11,14,25000,Mexico,24,1,0,0,0,0
U#47916H,female,PC,0,Other,THU,11,22,10000,India,50,1,0,0,0,0
D#78132C,female,Mobile,0,Youtube channel,THU,15,18,76000,USA,56,0,0,0,0,0
E#46713N,male,Tablet,0,Affiliate link,SAT,14,25,100000,USA,16,0,0,0,0,0
B#76810K,female,Mobile,0,Referral,WED,15,24,100000,Canada,69,0,0,0,0,0
A#38467U,female,Mobile,1,Youtube channel,SUN,7,18,76000,India,38,1,0,0,0,0
B#39229Y,male,Mobile,0,Website,SUN,9,22,40000,Canada,68,0,0,0,0,0
U#89266C,female,Mobile,1,Referral,MON,7,17,100000,Mexico,26,1,0,0,0,0
J#86660Q,male,Tablet,1,Social media ads,THU,15,15,25000,Mexico,46,0,0,0,0,0
K#54898B,female,Other,0,Affiliate link,TUE,8,14,40000,UK,33,1,0,0,0,0
R#78076A,female,Mobile,0,Referral,TUE,2,17,40000,USA,56,1,0,0,0,0
Y#57139D,male,Tablet,1,Website,THU,3,19,40000,Ireland,19,1,0,0,0,0
E#11062U,female,Other,1,Referral,MON,5,17,100000,USA,34,1,0,0,0,0
P#40213N,male,Tablet,1,Website,TUE,11,14,40000,Canada,54,1,0,0,0,0
E#96113Q,male,Tablet,1,Social media ads,TUE,6,16,25000,Japan,40,0,0,0,0,0
S#41417R,male,Other,1,Affiliate link,WED,3,26,35000,Russia,47,0,0,0,0,0
F#28438J,female,Other,0,Referral,SAT,10,13,25000,UK,60,0,0,0,0,0
W#78900N,male,Other,0,Affiliate link,THU,4,25,40000,Mexico,37,0,0,0,0,0
R#34875A,male,PC,1,Youtube channel,SUN,3,21,10000,Russia,20,0,0,0,0,0
V#34119T,male,PC,0,Affiliate link,FRI,6,22,76000,China,70,0,0,0,0,0
S#94054L,male,Mobile,1,Youtube channel,SAT,12,13,35000,China,45,1,0,0,0,0
V#25670U,male,PC,0,Referral,SAT,3,21,25000,Russia,65,0,0,0,0,0
D#74837I,male,Mobile,1,Website,FRI,4,15,40000,Mexico,60,1,0,0,0,0
P#45004T,female,PC,1,Google search,SAT,3,18,35000,Russia,57,0,0,0,0,0
J#62007B,male,Other,0,Affiliate link,TUE,15,25,58000,China,24,1,0,0,0,0
B#66800B,female,Tablet,0,Google search,FRI,7,18,25000,Malaysia,51,0,0,0,0,0
G#86165W,male,Tablet,1,Social media ads,SUN,4,24,35000,Mexico,43,0,0,0,0,0
M#80317L,female,Tablet,0,Google search,WED,14,21,10000,Russia,68,1,0,0,0,0
I#66618O,male,PC,1,Google search,THU,7,27,10000,Mexico,42,0,0,0,0,0
L#55959B,female,Mobile,0,Social media ads,FRI,10,26,40000,Japan,38,1,0,0,0,0
I#49864L,female,PC,0,Website,MON,10,27,58000,USA,37,1,0,0,0,0
C#85774L,male,Tablet,1,Referral,THU,4,25,10000,USA,61,1,0,0,0,0
U#71771U,female,PC,0,Youtube channel,FRI,14,22,76000,UK,41,0,0,0,0,0
L#35207G,female,Tablet,0,Youtube channel,THU,10,19,25000,China,48,0,0,0,0,0
D#49867A,male,Mobile,1,Youtube channel,THU,10,26,58000,China,39,1,0,0,0,0
H#92782N,female,Tablet,0,Affiliate link,THU,5,24,25000,Ireland,21,1,0,0,0,0
W#54620V,male,Mobile,1,Affiliate link,THU,12,22,76000,India,54,0,0,0,0,0
N#49055V,male,Mobile,1,Social media ads,SAT,4,24,100000,Ireland,19,1,0,0,0,0
Y#63940F,female,Mobile,1,Email ,SAT,13,19,76000,Ireland,59,0,0,0,0,0
M#91164E,male,Other,1,Website,WED,2,22,10000,China,50,0,0,0,0,0
O#70940X,male,PC,1,Affiliate link,FRI,4,26,76000,Canada,66,1,0,0,0,0
D#81558T,male,Mobile,1,Google search,SAT,8,23,40000,Ireland,60,0,0,0,0,0
P#16025B,female,Other,0,Google search,WED,10,21,76000,Canada,65,1,0,0,0,0
Y#32629H,female,Mobile,1,Youtube channel,MON,11,14,35000,Japan,56,1,0,0,0,0
P#58272I,male,Mobile,1,Affiliate link,THU,10,18,35000,China,57,0,0,0,0,0
Y#95346L,male,Other,1,Affiliate link,TUE,9,14,25000,China,70,0,0,0,0,0
T#83236K,female,PC,1,Social media ads,SUN,11,27,100000,Russia,65,1,0,0,0,0
N#80817C,female,Other,1,Website,WED,4,17,40000,Mexico,55,1,0,0,0,0
Z#97058J,male,Tablet,1,Referral,FRI,10,19,100000,Mexico,33,0,0,0,0,0
Z#67765I,female,Mobile,1,Referral,TUE,3,25,10000,USA,58,1,0,0,0,0
L#96361U,male,Other,0,Other,TUE,11,20,76000,Canada,19,0,0,0,0,0
T#95889G,female,Other,0,Google search,THU,8,14,76000,Canada,24,1,0,0,0,0
R#87196G,male,Tablet,0,Affiliate link,MON,8,26,40000,UK,36,0,0,0,0,0
S#65512F,male,PC,1,Affiliate link,SAT,4,16,35000,Malaysia,27,1,0,0,0,0
O#61817K,female,Other,1,Email ,SAT,8,24,10000,Ireland,16,0,0,0,0,0
B#26657M,male,Tablet,0,Email ,SAT,6,19,35000,Canada,53,0,0,0,0,0
L#11162U,male,Tablet,0,Email ,FRI,15,23,25000,Russia,43,1,0,0,0,0
K#11564A,male,Tablet,0,Social media ads,WED,2,24,58000,India,32,0,0,0,0,0
K#25963O,male,Other,1,Referral,FRI,8,25,76000,UK,26,1,0,0,0,0
Y#43941P,female,Other,1,Social media ads,SUN,2,13,76000,USA,56,0,0,0,0,0
Y#44830G,male,Mobile,0,Social media ads,WED,4,24,40000,Ireland,22,1,0,0,0,0
W#78766X,female,PC,1,Other,THU,4,24,100000,Japan,44,1,0,0,0,0
L#19255A,female,Tablet,1,Referral,WED,10,23,25000,UK,69,0,0,0,0,0
K#94707P,male,PC,0,Social media ads,TUE,9,23,10000,Japan,31,0,0,0,0,0
T#22915G,male,Tablet,1,Email ,TUE,6,14,10000,USA,47,1,0,0,0,0
G#36535J,male,Tablet,1,Google search,MON,4,18,76000,China,66,0,0,0,0,0
P#61401Q,male,Tablet,1,Youtube channel,WED,9,23,25000,USA,22,1,0,0,0,0
D#33527S,male,Other,0,Referral,MON,4,17,100000,Japan,50,0,0,0,0,0
Z#58298H,female,Tablet,0,Email ,THU,13,18,76000,Canada,33,0,0,0,0,0
J#88088B,female,Other,1,Other,TUE,12,23,10000,China,19,1,0,0,0,0
T#58854A,male,Other,1,Website,SAT,13,16,25000,USA,60,0,0,0,0,0
K#44258G,male,Tablet,1,Social media ads,WED,11,24,76000,Ireland,64,1,0,0,0,0
F#87348A,male,Tablet,0,Affiliate link,THU,15,20,76000,Japan,38,0,0,0,0,0
J#44782W,female,Mobile,1,Social media ads,TUE,4,25,35000,Japan,60,1,0,0,0,0
Y#11503S,female,PC,1,Email ,FRI,7,24,10000,India,31,1,0,0,0,0
F#51594J,male,Mobile,0,Other,FRI,12,23,10000,Ireland,39,0,0,0,0,0
I#58145D,male,Other,1,Youtube channel,MON,14,18,100000,Ireland,35,0,0,0,0,0
Z#10959V,male,PC,0,Website,MON,12,19,35000,Mexico,39,1,0,0,0,0
Q#31238A,male,PC,1,Social media ads,SAT,6,20,76000,Mexico,24,0,0,0,0,0
U#84257N,female,Other,0,Website,MON,4,25,35000,Russia,63,1,0,0,0,0
E#73852A,male,Mobile,0,Affiliate link,MON,5,18,25000,Canada,60,0,0,0,0,0
S#77410L,female,Tablet,1,Email ,FRI,13,22,35000,China,70,1,0,0,0,0
V#51911V,male,PC,0,Youtube channel,MON,6,24,100000,China,49,0,0,0,0,0
E#60885E,male,PC,1,Social media ads,WED,4,15,58000,Malaysia,55,0,0,0,0,0
S#17043Q,male,PC,1,Website,SAT,6,13,35000,Japan,58,0,0,0,0,0
N#31078Y,male,PC,0,Other,SUN,15,22,40000,Canada,60,0,0,0,0,0
X#42124L,male,PC,1,Affiliate link,WED,14,21,40000,UK,61,0,0,0,0,0
Y#46066K,female,Tablet,0,Affiliate link,WED,5,22,76000,USA,56,1,0,0,0,0
P#32392M,male,Mobile,0,Email ,THU,8,23,10000,USA,47,1,0,0,0,0
T#42360W,male,Mobile,0,Youtube channel,THU,11,19,10000,UK,67,0,0,0,0,0
A#35213N,male,Mobile,1,Affiliate link,TUE,3,18,40000,UK,68,1,0,0,0,0
V#27827A,female,Tablet,0,Affiliate link,FRI,9,22,58000,Canada,33,0,0,0,0,0
P#80618C,female,Tablet,1,Other,THU,2,13,100000,Canada,41,1,0,0,0,0
K#85615C,male,Tablet,0,Other,THU,10,13,10000,UK,56,1,0,0,0,0
W#25054Q,male,Mobile,0,Other,FRI,15,14,35000,Ireland,33,0,0,0,0,0
Z#64560T,male,Mobile,1,Email ,THU,8,24,25000,UK,53,1,0,0,0,0
R#31903I,male,PC,1,Other,SUN,11,17,35000,China,50,1,0,0,0,0
O#65501I,female,Mobile,0,Email ,WED,2,27,100000,Canada,53,1,0,0,0,0
O#71037M,male,PC,1,Email ,FRI,7,25,58000,India,42,1,0,0,0,0
W#25478K,female,Other,1,Youtube channel,FRI,7,17,10000,Russia,70,0,0,0,0,0
T#54677T,male,Tablet,0,Website,SUN,12,13,76000,Canada,27,0,0,0,0,0
H#54312P,male,Other,0,Website,FRI,15,17,40000,Malaysia,54,1,0,0,0,0
K#64539K,male,PC,0,Website,MON,9,21,35000,Mexico,24,1,0,0,0,0
B#59625F,male,PC,0,Affiliate link,THU,13,25,76000,Japan,21,1,0,0,0,0
W#72334S,male,Other,1,Youtube channel,MON,4,14,76000,Japan,59,1,0,0,0,0
L#93904F,male,Tablet,0,Website,MON,5,19,40000,Ireland,27,0,0,0,0,0
Z#16394T,male,Tablet,0,Youtube channel,TUE,13,20,100000,Canada,59,0,0,0,0,0
S#30431N,female,PC,0,Affiliate link,SUN,6,25,35000,Canada,61,0,0,0,0,0
G#17373H,male,Tablet,1,Website,WED,14,19,100000,India,58,1,0,0,0,0
J#12268I,male,Tablet,1,Youtube channel,WED,9,16,25000,Malaysia,20,1,0,0,0,0
H#42479C,male,Mobile,0,Website,MON,2,25,76000,Japan,67,1,0,0,0,0
B#60440I,male,Tablet,0,Google search,MON,15,26,40000,India,55,1,0,0,0,0
P#52049I,female,Other,0,Website,TUE,3,18,58000,Malaysia,55,1,0,0,0,0
D#13405A,female,Mobile,1,Google search,MON,2,17,100000,USA,38,1,0,0,0,0
C#47266G,female,Tablet,0,Social media ads,THU,5,13,35000,Malaysia,35,0,0,0,0,0
B#45771K,female,Other,1,Other,WED,7,24,25000,Russia,63,1,0,0,0,0
K#97000U,male,PC,0,Affiliate link,WED,3,23,40000,Japan,66,1,0,0,0,0
A#52474D,male,Mobile,0,Social media ads,WED,11,14,100000,Russia,64,1,0,0,0,0
I#78802A,female,PC,0,Email ,SAT,3,24,76000,India,42,1,0,0,0,0
M#47787Y,male,Mobile,1,Youtube channel,WED,12,23,58000,USA,16,0,0,0,0,0
S#64029T,female,PC,1,Other,SUN,4,20,25000,Russia,70,1,0,0,0,0
B#66888M,male,PC,0,Affiliate link,MON,3,13,58000,Japan,19,0,0,0,0,0
W#95327J,female,Tablet,1,Social media ads,THU,14,22,40000,China,28,1,0,0,0,0
I#87782Q,male,Other,1,Youtube channel,TUE,15,22,58000,Russia,58,1,0,0,0,0
Z#29680J,female,Other,1,Email ,SAT,7,26,10000,Canada,58,1,0,0,0,0
L#38448E,female,Mobile,0,Referral,TUE,12,24,58000,India,65,0,0,0,0,0
G#99500B,male,Mobile,0,Referral,FRI,3,13,76000,Japan,16,1,0,0,0,0
E#42585F,male,Mobile,1,Google search,TUE,14,22,25000,Japan,24,0,0,0,0,0
F#59188E,female,PC,1,Affiliate link,THU,3,25,35000,Ireland,31,1,0,0,0,0
L#36319Y,male,Tablet,1,Affiliate link,WED,13,14,10000,Malaysia,27,0,0,0,0,0
W#34018F,female,Mobile,0,Youtube channel,SUN,11,16,76000,Canada,43,1,0,0,0,0
W#95402G,male,Other,0,Referral,TUE,15,21,76000,Malaysia,36,0,0,0,0,0
S#62217W,female,Tablet,0,Email ,SAT,7,15,10000,India,51,0,0,0,0,0
C#33008G,male,PC,1,Email ,TUE,12,17,10000,USA,56,0,0,0,0,0
I#33295E,female,Other,0,Email ,TUE,9,26,58000,UK,29,0,0,0,0,0
E#97084I,female,Other,0,Referral,FRI,2,26,35000,USA,46,1,0,0,0,0
U#84277W,female,Tablet,0,Youtube channel,SUN,5,19,58000,Malaysia,37,1,0,0,0,0
D#73792Y,male,Mobile,1,Other,WED,12,14,10000,UK,70,0,0,0,0,0
S#46004X,male,Other,0,Social media ads,TUE,11,21,76000,Canada,48,1,0,0,0,0
U#58633V,female,Other,1,Website,TUE,10,16,25000,UK,64,1,0,0,0,0
Z#30128S,female,Tablet,1,Email ,MON,3,26,35000,USA,42,0,0,0,0,0
L#43555F,male,Tablet,0,Youtube channel,THU,5,19,40000,Russia,32,0,0,0,0,0
F#66892O,female,Other,1,Affiliate link,TUE,4,18,76000,China,28,0,0,0,0,0
C#80982L,female,Tablet,0,Referral,TUE,8,26,100000,India,48,0,0,0,0,0
F#44038N,male,Other,0,Email ,FRI,12,17,100000,China,25,1,0,0,0,0
M#41821O,male,Other,0,Email ,WED,5,26,76000,USA,37,1,0,0,0,0
L#99316V,female,PC,0,Youtube channel,THU,15,20,40000,Ireland,55,1,0,0,0,0
J#13071D,male,Tablet,0,Email ,THU,10,18,40000,India,16,0,0,0,0,0
E#16577K,female,Tablet,0,Affiliate link,MON,6,16,10000,China,42,0,0,0,0,0
J#42160O,female,Mobile,1,Affiliate link,WED,8,15,40000,Canada,26,1,0,0,0,0
Y#89067A,female,Mobile,1,Google search,THU,12,18,100000,Ireland,61,0,0,0,0,0
M#89545J,female,Other,0,Affiliate link,MON,3,27,35000,Ireland,67,1,0,0,0,0
U#40206R,male,PC,0,Social media ads,MON,8,18,76000,India,57,1,0,0,0,0
A#80630Y,male,Other,1,Website,MON,11,21,40000,USA,19,1,0,0,0,0
L#18929L,female,Tablet,0,Affiliate link,WED,8,19,10000,UK,68,1,0,0,0,0
P#41579P,male,Mobile,1,Email ,SUN,8,19,25000,India,57,0,0,0,0,0
S#59949Q,female,PC,0,Affiliate link,THU,9,13,58000,USA,53,1,0,0,0,0
P#70393U,male,Other,1,Google search,MON,4,13,100000,USA,23,0,0,0,0,0
I#83617X,female,Other,1,Referral,TUE,9,15,35000,India,22,1,0,0,0,0
R#66963V,female,PC,1,Social media ads,THU,15,22,40000,Ireland,18,1,0,0,0,0
S#90658C,male,PC,1,Social media ads,THU,15,17,40000,USA,24,0,0,0,0,0
I#50596S,female,Other,1,Website,TUE,7,27,100000,Malaysia,63,0,0,0,0,0
Q#76089I,male,Mobile,0,Other,MON,3,25,58000,UK,50,0,0,0,0,0
H#60248S,female,Other,1,Website,SAT,10,19,100000,Russia,45,1,0,0,0,0
N#87021H,female,Tablet,0,Affiliate link,TUE,7,13,25000,Russia,28,1,0,0,0,0
F#37141G,male,PC,1,Youtube channel,THU,9,19,58000,USA,21,0,0,0,0,0
V#91481Y,female,Tablet,1,Affiliate link,TUE,5,22,35000,Japan,59,0,0,0,0,0
X#71940I,female,Other,0,Social media ads,SAT,8,23,35000,Russia,23,0,0,0,0,0
H#87277Q,female,Tablet,0,Youtube channel,WED,15,22,58000,Russia,38,0,0,0,0,0
D#23319K,male,PC,0,Website,THU,3,24,58000,Canada,48,0,0,0,0,0
Q#85967H,female,PC,1,Website,THU,4,23,76000,Japan,70,1,0,0,0,0
Y#73982N,male,Mobile,0,Other,SUN,11,18,35000,Mexico,30,0,0,0,0,0
M#76282F,female,PC,1,Affiliate link,MON,9,15,100000,China,35,1,0,0,0,0
I#55522T,female,Other,1,Website,THU,14,21,100000,Russia,57,1,0,0,0,0
D#30956X,male,Mobile,1,Social media ads,SAT,2,19,100000,Japan,20,0,0,0,0,0
L#71590Y,male,PC,0,Other,WED,3,20,35000,Mexico,23,1,0,0,0,0
M#40264Q,female,Other,0,Other,SAT,6,23,25000,UK,46,0,0,0,0,0
P#74621H,male,PC,0,Social media ads,SUN,8,22,25000,Canada,26,1,0,0,0,0
Z#92487X,male,Tablet,0,Google search,MON,7,18,10000,Russia,44,0,0,0,0,0
S#31686M,male,PC,0,Referral,FRI,5,23,76000,Canada,28,0,0,0,0,0
R#44154R,female,Other,0,Website,THU,13,17,10000,Canada,37,1,0,0,0,0
P#15331O,female,PC,0,Other,SUN,7,20,40000,Canada,36,1,0,0,0,0
Y#17127X,male,Other,1,Youtube channel,TUE,9,27,40000,USA,63,0,0,0,0,0
F#30707P,male,Mobile,1,Email ,SAT,12,18,25000,Japan,25,0,0,0,0,0
L#50066H,female,PC,0,Email ,SAT,5,13,35000,Japan,30,1,0,0,0,0
L#43840X,male,Mobile,0,Youtube channel,THU,2,19,40000,India,61,1,0,0,0,0
O#27663B,male,Tablet,0,Youtube channel,FRI,3,15,35000,Japan,63,0,0,0,0,0
C#25620Y,male,PC,1,Youtube channel,SUN,5,25,10000,UK,70,0,0,0,0,0
X#64935V,male,Tablet,1,Email ,FRI,7,18,58000,China,66,1,0,0,0,0
I#83466C,male,Tablet,1,Email ,TUE,13,16,58000,UK,60,1,0,0,0,0
Q#38531J,male,Tablet,0,Other,TUE,13,22,10000,UK,57,0,0,0,0,0
V#48840D,female,Other,0,Email ,SUN,4,22,76000,Russia,31,0,0,0,0,0
Q#77043I,female,Other,1,Email ,THU,15,23,76000,India,54,0,0,0,0,0
D#11658E,male,Other,1,Other,FRI,12,13,25000,Mexico,44,1,0,0,0,0
I#87912S,male,PC,1,Website,MON,6,24,40000,Canada,66,1,0,0,0,0
T#79848M,male,Other,0,Social media ads,WED,2,17,25000,UK,55,1,0,0,0,0
K#54681F,male,PC,1,Website,FRI,2,22,25000,Ireland,51,1,0,0,0,0
O#67691M,male,Mobile,1,Other,MON,10,17,25000,India,46,0,0,0,0,0
I#65934K,male,Tablet,1,Website,MON,6,23,25000,Malaysia,64,0,0,0,0,0
C#38330G,female,PC,0,Website,THU,2,17,35000,UK,46,0,0,0,0,0
F#68152K,female,Other,1,Youtube channel,SUN,7,13,58000,Japan,67,0,0,0,0,0
X#54329J,female,Other,0,Other,SAT,6,21,35000,Mexico,20,1,0,0,0,0
P#91433Q,male,Mobile,0,Social media ads,MON,3,23,58000,USA,47,1,0,0,0,0
R#71521L,female,Tablet,0,Website,SUN,6,22,40000,Ireland,52,0,0,0,0,0
N#71368S,male,Other,1,Website,SAT,13,22,35000,Japan,28,1,0,0,0,0
B#23873P,male,Tablet,1,Website,FRI,14,24,40000,Japan,69,1,0,0,0,0
P#87337M,male,Tablet,1,Referral,THU,10,27,40000,Malaysia,59,1,0,0,0,0
S#82320F,female,Mobile,0,Youtube channel,SAT,15,25,10000,Japan,58,1,0,0,0,0
O#45178S,male,Other,1,Affiliate link,THU,15,26,76000,India,58,1,0,0,0,0
E#25523W,male,PC,1,Google search,THU,10,19,58000,USA,52,1,0,0,0,0
T#89303X,female,Tablet,1,Referral,SUN,13,16,10000,Malaysia,38,0,0,0,0,0
H#23291A,male,Mobile,1,Referral,SAT,10,20,35000,USA,41,0,0,0,0,0
F#49644K,male,Mobile,0,Google search,WED,13,16,40000,Russia,43,0,0,0,0,0
R#62963U,male,PC,1,Social media ads,SUN,8,19,76000,Mexico,55,0,0,0,0,0
F#23967U,male,Other,0,Referral,WED,13,20,35000,Russia,17,0,0,0,0,0
V#13162Y,male,Tablet,1,Other,SAT,7,16,76000,China,22,1,0,0,0,0
C#19827O,female,PC,1,Other,THU,13,16,35000,India,48,1,0,0,0,0
S#87061B,male,Tablet,1,Referral,TUE,6,13,76000,Russia,27,1,0,0,0,0
U#80352S,male,Mobile,1,Google search,FRI,4,22,40000,China,33,0,0,0,0,0
S#50271T,male,Tablet,0,Other,THU,2,15,76000,UK,30,0,0,0,0,0
R#37188J,female,Tablet,1,Google search,THU,15,21,25000,Russia,44,0,0,0,0,0
V#67686D,male,Mobile,1,Social media ads,SAT,4,18,58000,Canada,54,1,0,0,0,0
N#72045O,male,Other,0,Website,THU,6,27,100000,Japan,31,1,0,0,0,0
M#60877K,female,Tablet,0,Affiliate link,FRI,2,13,100000,Mexico,25,0,0,0,0,0
W#43344G,female,Other,0,Google search,SUN,11,27,35000,Russia,54,1,0,0,0,0
N#74412J,male,PC,0,Social media ads,MON,3,25,10000,USA,62,1,0,0,0,0
S#71089N,male,Other,0,Affiliate link,FRI,8,18,76000,Japan,54,1,0,0,0,0
J#46652X,male,PC,0,Referral,SAT,4,17,100000,UK,18,0,0,0,0,0
Z#82356A,male,Mobile,1,Other,WED,15,25,76000,Ireland,64,0,0,0,0,0
V#46693A,male,Other,1,Email ,SUN,9,22,76000,Malaysia,18,0,0,0,0,0
A#74081S,male,Mobile,0,Google search,SUN,3,13,10000,Japan,61,0,0,0,0,0
U#88692N,male,Other,1,Youtube channel,THU,8,25,35000,Canada,35,0,0,0,0,0
C#96104G,male,Other,1,Referral,FRI,2,16,35000,Ireland,47,1,0,0,0,0
C#57714I,male,Other,0,Youtube channel,TUE,2,23,76000,Russia,68,0,0,0,0,0
H#89484C,female,Other,0,Other,TUE,9,20,25000,Malaysia,27,0,0,0,0,0
D#81154L,female,Other,1,Affiliate link,THU,8,27,76000,China,16,1,0,0,0,0
L#91981F,female,Other,0,Google search,SAT,12,19,10000,Canada,29,1,0,0,0,0
W#65987Y,female,PC,0,Other,MON,7,22,76000,China,41,1,0,0,0,0
U#94071B,male,Other,0,Website,SUN,5,16,25000,China,53,0,0,0,0,0
C#47946F,male,PC,1,Google search,THU,15,25,25000,Mexico,25,1,0,0,0,0
K#22718T,female,Tablet,1,Other,TUE,11,16,10000,Russia,58,1,0,0,0,0
N#52035B,male,Mobile,0,Youtube channel,TUE,4,15,58000,Mexico,63,1,0,0,0,0
N#36644V,male,Other,0,Email ,THU,15,25,100000,China,47,0,0,0,0,0
D#70943S,male,Other,0,Affiliate link,SAT,7,15,40000,Japan,23,1,0,0,0,0
Y#91598S,male,Other,0,Google search,WED,6,16,10000,Malaysia,40,0,0,0,0,0
S#60849Y,female,Tablet,0,Website,WED,10,15,35000,Ireland,53,0,0,0,0,0
V#38581J,male,Mobile,0,Social media ads,THU,12,18,58000,Mexico,44,0,0,0,0,0
K#70024J,male,Other,1,Other,THU,2,16,100000,China,56,0,0,0,0,0
B#92062X,male,PC,0,Affiliate link,TUE,12,16,100000,UK,39,1,0,0,0,0
P#67332H,male,Tablet,1,Youtube channel,SAT,12,15,40000,Japan,20,1,0,0,0,0
E#79094V,male,Tablet,1,Website,FRI,4,19,10000,Ireland,16,0,0,0,0,0
X#34116P,female,Other,0,Google search,WED,8,24,40000,UK,35,0,0,0,0,0
U#27796B,male,Tablet,1,Social media ads,TUE,5,21,100000,USA,61,0,0,0,0,0
E#29290C,female,Mobile,0,Social media ads,SUN,4,25,58000,Canada,35,0,0,0,0,0
Z#86797Y,male,PC,1,Affiliate link,THU,7,17,58000,UK,67,0,0,0,0,0
Z#32540M,male,Other,1,Youtube channel,SAT,13,14,25000,India,48,0,0,0,0,0
S#26153Q,female,Tablet,0,Youtube channel,SAT,2,17,58000,Mexico,16,1,0,0,0,0
N#55292S,female,PC,0,Social media ads,TUE,13,25,40000,UK,16,0,0,0,0,0
